name,latitude,longitude,district,neighborhood,district_id,neighborhood_id,bakery_type,is_chain,brand_name,street,house_number,postal_code,opening_hours,website,data_source,source_ids
denns BioMarkt,52.5484909,13.3559346,Mitte,Wedding,mitte,wedding,artisanal,False,,Müllerstraße,34,,"Mo-Sa 07:30-21:00; Su,PH off",,OSM,node/10762166139
Alnatura Backshop,52.5267906,13.3328645,Mitte,Moabit,mitte,moabit,artisanal,False,,,,10551,Mo-Sa 08:00-20:00,,OSM,node/10768171561
kiez Bäckerei,52.5007645,13.4086822,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Prinzenstraße,22,10969,Mo-Fr 07:00-18:00; Sa 7:00-12:30,,OSM,node/10772764507
Dresdner Feinbäckerei,52.4412348,13.6897762,Treptow-Köpenick,Rahnsdorf,treptow-köpenick,rahnsdorf,artisanal,False,,,,,,,OSM,node/10804876423
Thoben,52.52696,13.3310999,Mitte,Moabit,mitte,moabit,artisanal,False,,,,,"Mo-Sa 06:00-18:00; Su,PH 08:00-18:00",,OSM,node/10808973452
Stern Bäckerei,52.4412441,13.5006643,Treptow-Köpenick,Johannisthal,treptow-köpenick,johannisthal,artisanal,False,,,,,Mo-Fr 06:00-18:00; Sa 06:00-13:00; Su 07:00-12:00,,OSM,node/10814333939
Gold Back,52.4499576,13.3458819,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,,,,Mo-Fr 06:00-16:00; Sa 07:00-13:00; Su 08:00-13:00,,OSM,node/10940381019
La Petite,52.4973923,13.3895096,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,"Mo-Fr 06:00-19:00; Sa,Su 06:00-17:00",,OSM,node/10964801579
Madam Eule Pizzeria und Bäckerei,52.5823818,13.424564,Pankow,Niederschönhausen,pankow,niederschönhausen,artisanal,False,,Schloßallee,35,13156,Th-Su 09:00-18:00,,OSM,node/10969503636
Mohriner Backshop,52.4427069,13.4317158,Neukölln,Britz,neukölln,britz,artisanal,False,,,,,Mo-Sa 05:00-16:00; Su 08:00-13:00,,OSM,node/10991546632
Rüdiger´s,52.4356341,13.5236308,Treptow-Köpenick,Adlershof,treptow-köpenick,adlershof,artisanal,False,,,,,Mo-Fr 06:30-18:00; Sa-Su 07:00-16:00,https://ruedigers-coffee-bakery.eatbu.com/,OSM,node/11009940521
Junge,52.5366476,13.6038044,Marzahn-Hellersdorf,Hellersdorf,marzahn-hellersdorf,hellersdorf,chain,True,Junge,Alice-Salomon-Platz,1,12627,"Mo-Fr 06:30-18:00; Sa,Su 07:00-18:00",https://www.jb.de/,OSM,node/11015734655
Nussladen Kugu,52.4927544,13.4219555,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,Mo-Sa 12:00-21:00,,OSM,node/11052496533
Backbaron,52.4297978,13.4529856,Neukölln,Gropiusstadt,neukölln,gropiusstadt,artisanal,False,,,,,,,OSM,node/11055515379
Steinecke,52.4320256,13.4963063,Neukölln,Rudow,neukölln,rudow,chain,True,Steinecke,,,,,,OSM,node/11069965659
Schneider,52.4143143,13.6589024,Treptow-Köpenick,Müggelheim,treptow-köpenick,müggelheim,artisanal,False,,Müggelheimer Damm,233,,Mo-Sa 07:00-18:00; Su 07:00-11:00,,OSM,node/11080006626
Cuccis,52.5345515,13.1976833,Spandau,Spandau,spandau,spandau,artisanal,False,,,,,"Mo-Sa 06:00-20:00; Su,PH off",,OSM,node/11145708833
Bäckerei Schnell,52.5057342,13.5135667,Lichtenberg,Friedrichsfelde,lichtenberg,friedrichsfelde,artisanal,False,,Einbecker Straße,119,10315,Mo-Fr 06:00-19:00; Sa 07:00-15:00; Su 07:00-15:00,,OSM,node/11152644268
Cuccis,52.4676279,13.4311848,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,Mo-Sa 05:00-22:00; Su 06:00-21:00,,OSM,node/11191120230
Balkan Backshop,52.4549983,13.3270175,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,,,,,https://www.balkan-backshop.de/,OSM,node/11232205839
Bekarei,52.5443255,13.4226456,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Bekarei GmbH,,,,,,OSM,node/11266194611
Stern Bäckerei & Konditorei,52.5255882,13.3108693,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/11282859592
HappyBACk,52.4817883,13.4394262,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Sonnenallee,104,12045,,,OSM,node/11297381269
Kılıçoğlu,52.5100126,13.4518859,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,,,OSM,node/11299381459
BackBaron Berlin,52.5070407,13.3330815,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,Mo-Su 04:30-22:00,https://www.backbaron.de/,OSM,node/11310646546
Wiener Feinbäcker Heberer,52.5444866,13.5446694,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,chain,True,Wiener Feinbäcker Heberer,,,,Mo-Sa 08:00-20:00; Su off,,OSM,node/11341547562
Royal Back,52.4503307,13.269834,Steglitz-Zehlendorf,Dahlem,steglitz-zehlendorf,dahlem,artisanal,False,,,,,,,OSM,node/11346750969
Back-Bär,52.4665976,13.485313,Treptow-Köpenick,Baumschulenweg,treptow-köpenick,baumschulenweg,artisanal,False,,,,,Mo-Fr 06:00-18:00; Sa 06:00-12:00,,OSM,node/11358742480
Justa Bakery,52.4803452,13.4423381,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Sonnenallee,124,,Tu-Su 08:00-17:00,,OSM,node/11361466495
Knabba Baba,52.5533127,13.3660785,Mitte,Wedding,mitte,wedding,chain,True,Aslan Etkol,,,,,,OSM,node/11375248982
Denns BioMarkt,52.5253796,13.3696347,Mitte,Moabit,mitte,moabit,chain,True,Denns BioMarkt,,,,06:30-22:00,,OSM,node/11396070387
Backwerk,52.456842,13.3200011,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,BackWerk,Schloßstraße,38,12165,Mo-Fr 06:00-20:00; Sa 06:00-20:00; Su 07:00-19:00,https://www.back-werk.de/de/standorte/?City=berlin%20steglitz,OSM,node/11431877876
Cuccis,52.4936447,13.4614791,Treptow-Köpenick,Alt-Treptow,treptow-köpenick,alt-treptow,chain,True,Janova GmbH,,,,Mo-Sa 06:00-21:00,,OSM,node/11492802645
Bakery,52.5255817,13.3895274,Mitte,Mitte,mitte,mitte,chain,True,Fotografiska,Oranienburger Straße,54,10117,"Mo-Fr 08:00-15:00, Sa-Su 09:00-15:00",https://berlin.fotografiska.com/de/restaurants/bakery-mitte,OSM,node/11506333460
Knusper Ecke,52.4337744,13.3417027,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,artisanal,False,,,,,,,OSM,node/11522219213
Blüte,52.4655899,13.4873509,Treptow-Köpenick,Baumschulenweg,treptow-köpenick,baumschulenweg,artisanal,False,,,,,"Mo-Fr 06:00-20:00; Sa,Su 06:00-19:00",,OSM,node/11556780430
Bäckerei Exotic,52.4636533,13.4844416,Treptow-Köpenick,Baumschulenweg,treptow-köpenick,baumschulenweg,artisanal,False,,,,,"Mo-Fr 06:00-18:00; Sa,Su 07:00-16:00",,OSM,node/11556860985
La Maison,52.4885506,13.422899,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Urbanstraße,70a,10967,Mo-Fr 07:00-18:00; Sa-Sun 08:00-18:00,https://www.lamaison.berlin/,OSM,node/11583913969
denn's Biomarkt,52.5328105,13.3876561,Mitte,Mitte,mitte,mitte,artisanal,False,,Gartenstraße,85-87,,Mo-Fr 07:30-21:00,,OSM,node/11590202686
SeShu,52.5235857,13.399322,Mitte,Mitte,mitte,mitte,artisanal,False,,Oranienburger Straße,84,,Th-Mo 12:00-18:30,,OSM,node/11599708036
Mum's Kitchen,52.4390771,13.4598787,Neukölln,Buckow,neukölln,buckow,artisanal,False,,,,,,,OSM,node/11630905503
Fi-Rin-Da,52.4828505,13.4344111,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/11648549439
Zuckersüß,52.4563611,13.4372961,Neukölln,Britz,neukölln,britz,artisanal,False,,,,,,,OSM,node/11665414823
Steinecke,52.4820109,13.433294,Neukölln,Neukölln,neukölln,neukölln,chain,True,Steinecke,,,,Mo-Sa 10:00-20:00,,OSM,node/11710482395
Bäckerei Lehmann,52.4178459,13.3671583,Tempelhof-Schöneberg,Marienfelde,tempelhof-schöneberg,marienfelde,artisanal,False,,Marienfelder Allee,99,12277,Mo-Fr 05:30-18:00; Sa 06:00-16:00; Su 07:00-16:00,https://www.baeckerei-lehmann-berlin.de/,OSM,node/11818112663
Bäckerei Villon,52.5155866,13.2908844,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/11824940463
Fräulein Lietz,52.5087332,13.2942686,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/11825009064
Steinecke,52.4949958,13.2900939,Charlottenburg-Wilmersdorf,Halensee,charlottenburg-wilmersdorf,halensee,chain,True,Steinecke,Kurfürstendamm,129A,10711,"Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su,PH off",,OSM,node/11845481372
Edeka Backstube,52.4515141,13.6250844,Treptow-Köpenick,Friedrichshagen,treptow-köpenick,friedrichshagen,artisanal,False,,,,,Mo-Fr 07:00-23:59; Sa 07:00-23:30,,OSM,node/11860411053
Acid Mitte,52.5279759,13.4025418,Mitte,Mitte,mitte,mitte,artisanal,False,,Rosenthaler Straße,9,,Mo-Fr 08:00-19:00; Sa-Su 09:00-19:00,https://www.acidcafe.es,OSM,node/11874971677
brammibal's donuts,52.4582503,13.3217396,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,Brammibal’s Donuts GmbH,Schloßstraße,31,12163,10:00-20:00,https://www.brammibalsdonuts.com,OSM,node/11892372015
Bäckerei Watan,52.5307801,13.4940358,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,Am Wasserwerk,22c,10365,,,OSM,node/11918293428
Italienische Cafe Backshop,52.5174534,13.2808732,Charlottenburg-Wilmersdorf,Westend,charlottenburg-wilmersdorf,westend,artisanal,False,,,,,"Mo-Fr 06:00-16:00; Sa,Su 09:00-17:00",,OSM,node/11919744918
All in one,52.4762512,13.4391175,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,Mo-Su 07:00-19:00,,OSM,node/11923348426
Leta,52.5110543,13.4470895,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,,,OSM,node/11928034761
Cena,52.5363616,13.4206919,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Rykestraße,12,,,,OSM,node/11964856359
Domberger Brot-Werk,52.499743,13.3730317,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,Tu-Fr 14:00-18:00; Sa 12:00-17:00,https://domberger-brot-werk.com/,OSM,node/11993949746
Bäcker Südende,52.4488832,13.3536129,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,,,,,,OSM,node/12031159024
Schäfer's,52.5865359,13.3678769,Pankow,Wilhelmsruh,pankow,wilhelmsruh,chain,True,Schäfer's,,,,Mo-Fr 06:30-18:00; Sa 06:30-13:00; Su 08:00-16:00,,OSM,node/12066348776
,52.5301437,13.4921444,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,,,,,,OSM,node/12089377169
Schwyzer Herz,52.5593297,13.3548537,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,Mo-Fr 07:00-16:00; Sa 07:00-14:00; Su 08:00-14:00,,OSM,node/12100669182
Keyif Frühstückshaus,52.5493506,13.3544396,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,,,OSM,node/12133504472
Bio Company,52.5477613,13.4507844,Pankow,Weißensee,pankow,weißensee,chain,True,Bio Company,Berliner Allee,26,,Mo-Sa 07:30-21:00,,OSM,node/12133757292
Crapulix Gourmetkonditorei,52.4627654,13.3204442,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,Schildhornstraße,87,12163,We-Fr 10:00-18:00; Su 09:00-14:00; Sa 08:00-16:00,http://crapulix.berlin,OSM,node/12178266205
Gold Back,52.5517767,13.3409889,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,,,OSM,node/12194458801
Yaheli,52.5164522,13.4720937,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,,,OSM,node/12208837728
Atelier Dough,52.4932261,13.4369802,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Glogauer Straße,9,10999,Tu-We 11:00-17:00; Th-Su 11:00-19:00,,OSM,node/12219289352
Frau Lüske,52.4379991,13.2951511,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,Baseler Straße,46,12205,Mo-Sa 09:00-23:00; Su 09:00-18:00,,OSM,node/12260461179
Oliv'chen,52.4578852,13.2927754,Steglitz-Zehlendorf,Dahlem,steglitz-zehlendorf,dahlem,artisanal,False,,Königin-Luise-Straße,38,14195,Mo-Su 06:00-18:00,,OSM,node/12260461441
Manar,52.5504836,13.3491209,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,,,OSM,node/12273343421
Happy Back,52.5603862,13.3339279,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,Mo-Fr 06:00-17:00; Sa 06:00-15:00; Su 08:00-15:00,,OSM,node/12309280670
Star,52.5026371,13.3849983,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,Mo-Su 05:30-20:30,,OSM,node/12315921271
Café & Bäckerei,52.5460579,13.4452007,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,,,OSM,node/12323885112
Breadtime Stories,52.4639844,13.4436379,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/12356853293
Steinecke,52.4128511,13.3543634,Tempelhof-Schöneberg,Marienfelde,tempelhof-schöneberg,marienfelde,chain,True,Steinecke,,,,Mo-Sa 07:00-20:00; Su 07:00-11:00,,OSM,node/12361941464
Adam's Bakery,52.4041427,13.4065185,Tempelhof-Schöneberg,Lichtenrade,tempelhof-schöneberg,lichtenrade,artisanal,False,,,,,Mo-Su 06:00-17:00,,OSM,node/12393828883
Berlin Back,52.4990071,13.418636,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/12400347020
KEIT Kreuzberg,52.4945264,13.4186517,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Graefestraße,7,,Mo off; Tu-Fr 13:00-18:00; Sa-Su off,https://www.keit.berlin,OSM,node/12423629601
Sönmez Baklava,52.545639,13.3575378,Mitte,Wedding,mitte,wedding,artisanal,False,,Luxemburger Straße,6,,,,OSM,node/12441472719
Martin's Place,52.4905979,13.4348978,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Pannierstraße,29,,Th-Sa 11:00-17:00,https://martinsplace.de/,OSM,node/12458569055
Backshop Femo,52.5714221,13.3796656,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,,,OSM,node/12469061718
Backbaron,52.5114491,13.3053381,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,"Mo-Su,PH 05:00-22:00",,OSM,node/12479844910
Pâtisserie Sarina,52.5403181,13.4125591,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Schönhauser Allee,43 A,10435,We-Su 12:00-18:00,https://patisserie-sarina.de,OSM,node/12492222336
Steinecke,52.5105925,13.380744,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,,,,,,OSM,node/12504464247
Thoben,52.4674477,13.4325805,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/12512754450
Cuccis,52.5203272,13.3876103,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,,,OSM,node/12518058058
C* Bakery,52.4982114,13.4421993,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Falckensteinstraße,35,,We-Su 10:00-19:00,,OSM,node/12541228130
Die Backpfeife,52.5116216,13.4266155,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,We-Su 10:30-19:00,,OSM,node/12557626407
Eiscafé Fischerinsel,52.5135677,13.4067331,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,"Mo-Fr 07:00-19:00; Sa,Su 07:00-18:00",,OSM,node/12620062805
Junge,52.6188034,13.3055295,Reinickendorf,Hermsdorf,reinickendorf,hermsdorf,chain,True,Junge,Heinsestraße,46-48,13467,Mo-Su 07:00-18:00,,OSM,node/12623330425
Körner Backshop,52.4710054,13.4406526,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/12640807550
Bäckerei Onur,52.5021852,13.4299448,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/12645517188
OOH! Cookies,52.5186138,13.3888243,Mitte,Mitte,mitte,mitte,artisanal,False,,Dorotheenstraße,43,10117,Mo-Fr 10:00-19:00; Sa 11:00-19:00; Su 11:00-18:00,https://oohcookies.de/,OSM,node/12646626301
Bake And Take,52.5173848,13.4609707,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,,,OSM,node/12669763483
Plants & Flours,52.5503937,13.3492729,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,,https://www.plantsandflours.de,OSM,node/12687597786
Mierenback & Café,52.5258999,13.3036774,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,10589,Mo-Fr 05:30-18:00; Sa 05:30-18:00; Su 07:00-18:00,https://mierenback-cafe.de/,OSM,node/12703360401
Chikz Rollz Zimtschnecken,52.4995806,13.3624615,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Potsdamer Straße,124,10783,Mo-Su 09:00-21:00,,OSM,node/12733634502
Edeka Backstube,52.4590515,13.3231133,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,Janine Groß,,,,Mo-Sa 07:00-18:15; Su 08:00-11:00,,OSM,node/12742202995
Wiener Feinbäcker Heberer,52.4975505,13.5216026,Lichtenberg,Friedrichsfelde,lichtenberg,friedrichsfelde,chain,True,Wiener Feinbäcker Heberer,Otto-Schmirgal-Straße,5,10319,Mo-Sa 06:00-20:00; Su 08:00-20:00,,OSM,node/12762273927
ooh! cookies,52.5335342,13.3664264,Mitte,Moabit,mitte,moabit,artisanal,False,,,7,,Mo-Fr 11:00-18:00; Sa-Su 10:00-18:00,https://oohcookies.de/,OSM,node/12772598176
City Back,52.5113433,13.2925279,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Wundtstraße,22,14059,Mo-Fr 06:00-17:00; Sa-Su 07:00-13:00; PH off,,OSM,node/12777256946
Bäckerei Körner,52.4447499,13.5776274,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,artisanal,False,,,,,Mo-Fr 13:00-18:00,,OSM,node/12804586797
Crusty Slices,52.5235453,13.4010089,Mitte,Mitte,mitte,mitte,artisanal,False,,Oranienburger Straße,91,,,,OSM,node/12842764503
Bonsoir,52.5213507,13.4462685,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,,,OSM,node/12844614701
LaVanta,52.5272971,13.3517411,Mitte,Moabit,mitte,moabit,artisanal,False,,Wilsnacker Straße,12,,"Mo-Fr 06:30-15:30; Sa,Su 08:00-13:00",,OSM,node/12846982203
Lilien Cafe,52.5496117,13.4577535,Pankow,Weißensee,pankow,weißensee,artisanal,False,,,,,,,OSM,node/12860639460
Palast,52.5242975,13.3318429,Mitte,Moabit,mitte,moabit,artisanal,False,,Alt-Moabit,45,,,,OSM,node/12895114608
Steinecke,52.4257729,13.3916478,Tempelhof-Schöneberg,Mariendorf,tempelhof-schöneberg,mariendorf,chain,True,Steinecke,,,,,,OSM,node/12911295755
Miss Cupcake Berlin,52.5490415,13.4535717,Pankow,Weißensee,pankow,weißensee,chain,True,Katrin Hennig,Berliner Allee,57,13088,We-Fr 12:00-17:30; Sa 10:00-15:30,https://www.mscupcake.de/,OSM,node/12926276849
Cakery Tortenmanufaktur,52.4456981,13.3037708,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,Gardeschützenweg,92,12203,,https://www.cakery-berlin.de,OSM,node/12965310317
Steinecke,52.4896481,13.5746471,Marzahn-Hellersdorf,Kaulsdorf,marzahn-hellersdorf,kaulsdorf,chain,True,Steinecke,Chemnitzer Straße,178,,Mo-Sa 06:00-19:00,,OSM,node/12983059362
KoJaKe,52.4833902,13.5222264,Lichtenberg,Karlshorst,lichtenberg,karlshorst,artisanal,False,,Dönhoffstraße,35a,,,,OSM,node/12997847164
La Miche,52.4868385,13.3582454,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Crellestraße,2,10827,Th-Fr 12:00-18:00; Sa 10:00-14:00,https://lamiche.de,OSM,node/13026729681
Matthes,52.4651423,13.4880138,Treptow-Köpenick,Baumschulenweg,treptow-köpenick,baumschulenweg,artisanal,False,,,,,Tu-Fr 07:00-16:00; Sa 07:00-12:00,,OSM,node/13039209303
LECKER SCHMECKER Backshop,52.4944864,13.4332583,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/13095285502
Augustus Bakery,52.5264651,13.3932682,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,"Mo-Su,PH 05:00-18:00",,OSM,node/13098303702
Wulff,52.4148311,13.2666358,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,artisanal,False,,,,,,,OSM,node/13112916538
Thoben,52.4550794,13.1448779,Spandau,Kladow,spandau,kladow,artisanal,False,,,,,,,OSM,node/13169417375
Leckerbackstube,52.5311036,13.4342186,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,,,OSM,node/13173164567
Bäckerei Exner,52.5332802,13.1551633,Spandau,Staaken,spandau,staaken,artisanal,False,,Brunsbütteler Damm,280,13591,Mo-Sa 06:00-19:00; Su 07:00-12:00,,OSM,node/13202075383
,52.4721817,13.4409751,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/13203028901
Backshop 2 Side,52.5342556,13.3586639,Mitte,Moabit,mitte,moabit,artisanal,False,,,,,"Mo-Fr 07:30-18:30; Sa,Su 08:00-19:00",,OSM,node/13228333034
Round & Edgy,52.5100542,13.3728656,Mitte,Tiergarten,mitte,tiergarten,artisanal,False,,Potsdamer Straße,2,,,,OSM,node/13261936154
Junge Die Bäckerei,52.4194575,13.3590129,Tempelhof-Schöneberg,Marienfelde,tempelhof-schöneberg,marienfelde,artisanal,False,,,,,,,OSM,node/13279159604
Tobi,52.4911322,13.3254523,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Güntzelstraße,45,10717,Mo-Fr 08:00-16:00; Sa-Su 09:00-17:00,,OSM,node/13283996790
Arino Bäckerei,52.5473441,13.3470972,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,,,OSM,node/13290631064
vis-à-vis,52.5027094,13.3562459,Mitte,Tiergarten,mitte,tiergarten,artisanal,False,,Derfflingerstraße,19,10785,,,OSM,node/13305419201
Benone's Bakery,52.5219338,13.4511682,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,Mo-Fr 08:30-15:00,,OSM,node/13324419026
Mobile Tortenwerkstatt,52.5249228,13.4509686,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,Driandra Porz,Kochhannstraße,28,10249,,https://mobile-tortenwerkstatt.com,OSM,node/13395354219
Wiener Feinbäcker Heberer,52.42601694916117,13.542388119280538,Treptow-Köpenick,Adlershof,treptow-köpenick,adlershof,chain,True,Wiener Feinbäcker Heberer,Volmerstraße,27,12489,Mo-Fr 06:00-19:00; Sa-Su 07:00-17:00,,OSM,way/26991275
Bäckerei Exner,52.613443532769736,13.245948269616125,Reinickendorf,Heiligensee,reinickendorf,heiligensee,artisanal,False,,Ruppiner Chaussee,225,,Mo-Fr 06:30-17:00; Sa 06:30-16:00; Su 07:00-16:00,http://www.baeckerei-exner.de/,OSM,way/30789192
BioBackHaus,52.50890999931265,13.32250262961307,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,Mo-Fr 07:00-19:00; Sa 07:00-18:00; Su 08:00-18:00,,OSM,way/32493042
Steinecke,52.4930786986407,13.305111852404266,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,chain,True,Steinecke,,,,,,OSM,way/43976619
Backshop Gaese,52.53850272248765,13.272087242451525,Spandau,Siemensstadt,spandau,siemensstadt,artisanal,False,,,,,,,OSM,way/47029598
Wiener Feinbäcker Heberer,52.4309412576841,13.309868585688196,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,chain,True,Wiener Feinbäcker Heberer,Goerzallee,1,12207,Mo-Fr 06:00-20:00; Sa-Su 07:00-19:00,,OSM,way/47419081
